|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
2603|2516|prep|jenseits||Jenseits des Flusses liegt das Dorf.|beyond|beyond|Beyond the river lies the village.|preposition|Das Dorf befindet sich jenseits der Berge.|The village is beyond the mountains.
2604|2517|verb|unterliegen|unterliegen, unterliegt, unterlag, hat unterlegen|Er unterlag seinem Gegner im Finale.|to be defeated, be subject|to be defeated|He was defeated by his opponent in the final.|verb|Der Besuch in der Bibliothek unterliegt bestimmten Regeln.|The visit to the library is subject to certain rules.
2605|2518|der|der Wähler|die Wähler|Der Wähler gab seine Stimme ab.|voter|voter|The voter cast his vote.|noun|Die Wähler warten auf die Umsetzung der Versprechen der Politiker.|The voters are waiting for the politicians’ promises to be fulfilled.
2606|2519|adj|willkommen||Du bist hier immer willkommen.|welcome|welcome|You are always welcome here.|adjective|Familie Müller heißt ihre Gäste willkommen.|The Müller family welcomes their guests.
2607|2520|das|das Gedächtnis|die Gedächtnisse|Mein Gedächtnis ist nicht gut.|memory|memory|My memory is not good.|noun|Opa hat ein gutes Gedächtnis, er vergisst nie etwas.|Grandpa has a good memory; he never forgets anything.
2608|2521|adj|gelegentlich||Gelegentliche Pausen steigern Leistung.|occasional|occasional|Occasional breaks improve performance.|adjective|Gelegentlich gehe ich mit Freunden in einen Club.|Occasionally I go to a club with friends.
2609|2522|verb|bedürfen|bedürfen, bedarf, bedurfte, hat bedurft|Dieses Projekt bedarf viel Zeit.|to require|to require|This project requires a lot of time.|verb|Besondere Situationen bedürfen spezieller Lösungen.|Special situations require special solutions.
2610|2523|das|das Gefängnis|die Gefängnisse|Das Gefängnis ist gut bewacht.|prison|prison|The prison is well guarded.|noun|Das Gericht verurteilt ihn zu zehn Jahren Gefängnis.|The court sentences him to ten years in prison.
2611|2524|die|die Überraschung|die Überraschungen|Die Überraschung war perfekt gelungen.|surprise|surprise|The surprise was perfectly successful.|noun|Sonja weiß nichts von der Party, es ist eine Überraschung.|Sonja doesn’t know about the party, it’s a surprise.
2612|2525|der|der Wechsel|die Wechsel|Der Wechsel in der Führung war nötig.|change|change|The change in leadership was necessary.|noun|Der Trainer ist traurig über den Wechsel seines Spielers zu einer anderen Mannschaft.|The coach is sad about his player’s change to another team.
2613|2526|die|die Wurzel|die Wurzeln|Die Wurzel des Problems ist klar.|root|root|The root of the problem is clear.|noun|Die Pflanze hat flache Wurzeln und lässt sich leicht herausziehen.|The plant has shallow roots and is easy to pull out.
2614|2527|adj|formal||Der formale Antrag wurde angenommen.|formal, technical|formal|The formal application was accepted.|adjective|Die Arbeit muss formal richtig sein.|The work must formally be correct.
2615|2528|adj|sanft||Der sanfte Wind streichelte ihr Gesicht.|soft, gentle|gentle|The gentle wind caressed her face.|adjective|Er streicht ihr sanft über den Rücken.|He gently strokes her back.
2616|2529|verb|aushalten|aushalten, hält aus, hielt aus, hat ausgehalten|Er kann den Lärm nicht länger aushalten.|to bear, endure|to bear|He can no longer bear the noise.|verb|Frau Hübner kann die Schmerzen nicht mehr aushalten.|Mrs. Hübner can’t bear the pain any longer.
2617|2530|verb|bedrohen|bedrohen, bedroht, bedrohte, hat bedroht|Er bedroht ihn mit einem Messer.|to threaten|to threaten|He threatens him with a knife.|verb|Sie bedrohen den Verkäufer mit einem Messer.|They threaten the seller with a knife.
2618|2531|adv|keineswegs||Das war keineswegs meine Absicht.|by no means, not at all|by no means|That was by no means my intention.|adverb|Erfolg ist keineswegs nur eine Frage des Talents.|Success is by no means just a question of talent.
2619|2532|adj|klug||Eine kluge Wahl führte zum Sieg.|clever|clever|A clever choice led to victory.|adjective|Mia ist ein kluges Kind.|Mia’s a clever kid.
2620|2533|der|der Arbeitnehmer|die Arbeitnehmer|Der Arbeitnehmer beantragte Urlaub.|employee|employee|The employee requested vacation.|noun|Das Unternehmen muss neue Arbeitnehmer einstellen.|The company must hire new employees.
2621|2534|verb|beugen|beugen, beugt, beugte, hat gebeugt|Sie beugte leicht den Kopf nach vorn.|to bend|to bend|She bent her head forward slightly.|verb|Er beugt sich und hebt das Geld vom Boden auf.|He bends and picks up the money from the floor.
2622|2535|verb|einbringen|einbringen, bringt ein, brachte ein, hat eingebracht|Er bringt viele neue Ideen ein.|to bring in, contribute|to bring in|He brings in many new ideas.|verb|Das neue Produkt bringt viel Geld ein.|The new product brings in a lot of money.
2623|2536|die|die Materie|die Materien|Die Materie verändert ihre Form.|matter|matter|The matter changes its form.|noun|Materie ist eine Substanz, die flüssig oder aus Gas sein kann.|Matter is a substance that can be liquid or gas.
2624|2537|das|das Personal||Das Personal arbeitete effizient.|staff|staff|The staff worked efficiently.|noun|Es gibt zwei Eingänge, einen für Gäste und einen für das Personal.|There are two entrances, one for guests and one for staff.
2625|2538|adj|scheinbar||Die scheinbare Ruhe täuschte alle.|apparent|apparent|The apparent calm deceived everyone.|adjective|Tilo kommt nicht, er ist scheinbar krank.|Tilo isn’t coming; he’s apparently ill.
2626|2539|die|die Frequenz|die Frequenzen|Die Frequenz des Signals war zu niedrig.|frequency|frequency|The frequency of the signal was too low.|noun|Auf welcher Frequenz liegt dieser Sender?|What’s the frequency of this station?
2627|2540|verb|lehren|lehren, lehrt, lehrte, hat gelehrt|Er lehrt Physik an der Universität.|to teach|to teach|He teaches physics at the university.|verb|Sie lehrt Deutsch am Goethe-Institut.|She teaches German at the Goethe Institute.
2628|2541|adj|selbstständig||Er führt ein selbstständiges Geschäft.|independent, self-employed|independent|He runs an independent business.|adjective|Frau Paget arbeitet als selbstständige Journalistin.|Mrs. Paget works as a self- employed journalist.
2629|2542|verb|überwinden|überwinden, überwindet, überwand, hat überwunden|Sie überwinden alle Hindernisse.|to overcome|to overcome|They overcome all obstacles.|verb|Annelies überwindet ihre Angst und steigt in das Flugzeug.|Annelies overcomes her fear and gets on the plane.
2630|2543|adj|unklar||Seine Absichten waren völlig unklar.|unclear|unclear|His intentions were completely unclear.|adjective|Die Ursache für den Brand ist noch unklar.|The cause of the fire is still unclear.
2631|2544|adj|verfügbar||Die Information ist verfügbar.|available|available|The information is available.|adjective|Ist dieses Kleid in einer größeren Größe verfügbar?|Is this dress available in a larger size?
2632|2545|pron|wozu||Wozu brauchst du das Werkzeug?|what for, to what|what for|What do you need the tool for?|pronoun|Wozu brauchst du denn ein zweites Auto?|What do you need a second car for?
2633|2546|adj|schlicht||Das Design des Hauses ist sehr schlicht.|simple, plain|simple|The design of the house is very simple.|adjective|Wir wohnen in einer schlicht eingerichteten Wohnung.|We live in a simply furnished apartment.
2634|2547|adj|angemessen||Die angemessene Strafe wurde verhängt.|appropriate|appropriate|The appropriate punishment was imposed.|adjective|Seine Rede war dem Anlass angemessen.|His speech was appropriate to the occasion.
2635|2548|der|der Arbeitsmarkt|die Arbeitsmärkte|Der Arbeitsmarkt verändert sich.|labor market|labor market|The labor market is changing.|noun|Frauen mit Kindern haben auf dem Arbeitsmarkt schlechtere Chancen.|Women with children have worse chances on the labor market.
2636|2549|der|der Pass|die Pässe|Der Pass ist leider abgelaufen.|pass, passport|passport|The passport has unfortunately expired.|noun|Menschen mit einem deutschen Pass können problemlos viele Länder bereisen.|People with a German passport can easily travel to many countries without any problems.
2637|2550|der|der Bedarf|die Bedarfe|Der Bedarf an Wasser ist hoch.|need, demand|demand|The demand for water is high.|noun|Der Bedarf an qualifiziertem Personal ist schwer zu decken.|The demand for qualified employees is difficult to meet.
2638|2551|adj|ernsthaft||Er hatte ernsthafte Zweifel an dem Plan.|serious|serious|He had serious doubts about the plan.|adjective|Warum lachst du? Das ist eine ernsthafte Frage.|Why are you laughing? This is a serious question.
2639|2552|verb|werben|werben, wirbt, warb, hat geworben|Er wirbt für das neue Produkt.|to advertise|to advertise|He advertises the new product.|verb|Im Radio werben sie für den neuen Laden an der Ecke.|They’re advertising the new place on the corner on the radio.
2640|2553|verb|errichten|errichten, errichtet, errichtete, hat errichtet|Er errichtete ein neues Gebäude.|to build, erect|to build|He built a new building.|verb|Die Stadt will eine neue Oper errichten.|The city wants to build a new opera house.
2641|2554|der|der Kredit|die Kredite|Der Kredit wurde schnell genehmigt.|loan, credit|loan|The loan was quickly approved.|noun|Um ein Auto kaufen zu können, muss er einen Kredit aufnehmen.|To buy a car, he has to take out a loan.
2642|2555|das|das Wohnzimmer|die Wohnzimmer|Das Wohnzimmer ist hell und gemütlich.|living room|living room|The living room is bright and cozy.|noun|Im Wohnzimmer steht der Fernseher.|The TV is in the living room.
2643|2556|die|die Kompetenz|die Kompetenzen|Die Kompetenz wurde klar nachgewiesen.|competence, authority|competence|The competence was clearly demonstrated.|noun|Der neue Mitarbeiter stellt seine Kompetenz am ersten Tag unter Beweis.|The new employee demonstrates his competence on the first day.
2644|2557|die|die Leitung|die Leitungen|Die Leitung des Projekts liegt bei ihm.|management, leadership|leadership|The leadership of the project is with him.|noun|Lisabeth übernimmt die Leitung des neuen Projekts.|Lisabeth takes over the management of the new project.
2645|2558|verb|strahlen|strahlen, strahlt, strahlte, hat gestrahlt|Die Sonne strahlt hell am Himmel.|to shine|to shine|The sun shines brightly in the sky.|verb|Die Sonne strahlt durch die Wolken.|The sun shines through the clouds.
2646|2559|der|der Zucker|die Zucker|Der Zucker wurde im Tee aufgelöst.|sugar|sugar|The sugar was dissolved in the tea.|noun|Cola enthält viel Zucker.|Coke contains a lot of sugar.
2647|2560|der|der Austausch|die Austausche|Der Austausch von Ideen war produktiv.|exchange|exchange|The exchange of ideas was productive.|noun|Viele Universitäten fördern den internationalen Austausch von Studenten.|Many universities promote international student exchange.
2648|2561|verb|gleichen|gleichen, gleicht, glich, hat geglichen|Sein Stil gleicht dem seines Bruders.|to be alike, be just like|be just like|His style is just like that of his brother.|verb|Agnes gleicht ihrer Mutter sehr.|Agnes is just like her mother.
2649|2562|die|die Station|die Stationen|Die Station war modern ausgestattet.|station, stop, stopover|station|The station was modernly equipped.|noun|Mit der Bahn fährt man fünf Stationen vom Bahnhof zur Universität.|By train one travels five stops from the station to the university.
2650|2563|der|der Kaiser|die Kaiser|Der Kaiser regierte viele Jahre.|emperor|emperor|The emperor ruled for many years.|noun|Kaiser Augustus regierte das Römische Reich.|Emperor Augustus ruled the Roman Empire.
2651|2564|verb|sperren|sperren, sperrt, sperrte, hat gesperrt|Er sperrte die Straße wegen Bauarbeiten.|to cut off, block, close|to block|He blocked the street due to construction work.|verb|Die Polizei sperrt die Straße, weil ein Unfall passiert ist.|The police are blocking the road because an accident has happened.
2652|2565|der|der Sportler|die Sportler|Der Sportler gewann die Medaille.|athlete|athlete|The athlete won the medal.|noun|Die Sportlerinnen und Sportler bereiten sich auf den Wettkampf vor.|The athletes prepare for the competition.
2653|2566|die|die Differenz|die Differenzen|Die Differenz betrug nur wenige Punkte.|difference|difference|The difference was only a few points.|noun|Die Messung ergibt eine Differenz von 20 Zentimetern.|The measurement yields a difference of 20 centimeters.
2654|2567|der|der Fakt|die Fakten|Der Fakt ist, dass er recht hat.|fact|fact|The fact is, he is right.|noun|Das Buch basiert auf wissenschaftlichen Fakten.|The book is based on scientific facts.
2655|2568|die|die Herstellung|die Herstellungen|Die Herstellung erfolgt im Ausland.|production|production|The production takes place abroad.|noun|Die Herstellung des Produkts besteht aus mehreren Schritten.|The production of the product consists of various steps.
2656|2569|das|das Individuum|die Individuen|Das Individuum ist einzigartig.|individual|individual|The individual is unique.|noun|Jeder Schüler ist ein Individuum mit eigenen Fähigkeiten.|Every student is an individual with their own abilities.
2657|2570|das|das Symbol|die Symbole|Das Herz ist ein Symbol der Liebe.|symbol|symbol|The heart is a symbol of love.|noun|Das Symbol für Frieden ist eine weiße Taube.|The symbol of peace is a white dove.
2658|2571|verb|ausbreiten|ausbreiten, breitet aus, breitete aus, hat ausgebreitet|Er breitete die Karte auf dem Tisch aus.|to spread, spread out|to spread|He spread the map out on the table.|verb|Die Krankheit breitet sich sehr schnell von Mensch zu Mensch aus.|The disease spreads quickly from person to person.
2659|2572|die|die Versorgung|die Versorgungen|Die Versorgung mit Wasser ist gesichert.|supply, care|supply|The water supply is secured.|noun|In vielen Ländern ist die medizinische Versorgung schlecht.|Medical care is poor in many countries.
2660|2573|der|der Kommentar|die Kommentare|Der Kommentar wurde scharf kritisiert.|comment, opinion|comment|The comment was sharply criticized.|noun|Unter dem Artikel finden sich Kommentare von Lesern.|Below the article are comments from readers.
2661|2574|adj|kontinuierlich||Der kontinuierliche Regen störte uns.|constant, continuous|continuous|The continuous rain disturbed us.|adjective|Wissenschaftler warnen vor dem kontinuierlichen Anstieg der Temperaturen.|Scientists warn about the continuous rise in temperature.
2662|2575|das|das Radio|die Radios|Das Radio spielte leise Musik.|radio|radio|The radio played soft music.|noun|Wir schalten das Radio an, um die Nachrichten zu hören.|We switch on the radio to listen to the news.
2663|2576|adj|Münchner||Die Münchner Biergärten sind bekannt.|Munich|Munich|The Munich beer gardens are famous.|adjective|Der Flug startet am Münchner Flughafen.|The flight starts at the Munich airport.
2664|2577|der|der Musiker|die Musiker|Der Musiker spielt die Gitarre.|musician|musician|The musician plays the guitar.|noun|Der Musiker schreibt alle Texte für seine Lieder selbst.|The musician writes all lyrics for his songs by himself.
2665|2578|verb|wecken|wecken, weckt, weckte, hat geweckt|Der Wecker weckte ihn um sieben Uhr.|to wake sb up|to wake sb up|The alarm clock woke him up at seven o’clock.|verb|Mein Handy weckt mich jeden Morgen um halb acht.|My phone wakes me up at half past seven every morning.
2666|2579|verb|ansteigen|ansteigen, steigt an, stieg an, ist angestiegen|Die Temperatur ist heute angestiegen.|to rise, go up|to rise|The temperature is rising today.|verb|Der Preis für Milch steigt um 20 Prozent an.|The price of milk rises by 20 percent.
2667|2580|die|die Rückkehr||Die Rückkehr war für ihn sehr emotional.|return|return|The return was very emotional for him.|noun|Nach seiner Rückkehr aus dem Krieg wird er im Krankenhaus behandelt.|After his return from the war, he is treated in the hospital.
2668|2581|verb|auszeichnen|auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet|Er wurde für seine Arbeit ausgezeichnet.|to award a prize, honor, distinguish|to honor|He was honored for his work.|verb|Jedes Jahr wird der beste Mitarbeiter mit einem Preis ausgezeichnet.|Every year, the best employee is awarded a prize.
2669|2582|die|die Bar||In dieser Bar spielt immer Jazzmusik.|bar|bar|Jazz music is always played in this bar.|noun|Nach der Arbeit treffen sich die Kollegen in der Bar, um zu trinken und zu reden.|After work, the colleagues meet in the bar to drink and talk.
2670|2583|die|die Betrachtung|die Betrachtungen|Die Betrachtung dauerte mehrere Stunden.|contemplation, examination|contemplation|The contemplation took several hours.|noun|Bei genauerer Betrachtung erkennt man, dass die Sterne ein Zeichen formen.|Upon closer examination, one recognizes that the stars form a sign.
2671|2584|die|die Kommission|die Kommissionen|Die Kommission prüft den Vorschlag.|commission, committee|commission|The commission is reviewing the proposal.|noun|Eine unabhängige Kommission beobachtet den Wahlprozess.|An independent commission observes the electoral process.
2672|2585|der|der Star|die Stare|Der Star war umringt von Fans.|star, starling|star|The star was surrounded by fans.|noun|Ein Star ist eine berühmte Person.|A star is a famous person.
2673|2586|adj|wütend||Er wurde wütend, als er das erfuhr.|furious|furious|He became furious when he heard that.|adjective|Immer wenn Claudia ein Spiel verliert, wird sie wütend.|Whenever Claudia loses a game, she gets angry.
2674|2587|adj|christlich||Christliche Werte prägen das Land.|Christian|Christian|Christian values shape the country.|adjective|Weihnachten ist ein christliches Fest.|Christmas is a Christian celebration.
2675|2588|adj|Hamburger||Der Hamburger Hafen ist sehr bekannt.|Hamburg|Hamburg|The Hamburg harbor is very well-known.|adjective|Der Hamburger Hafen ist der größte Hafen Deutschlands.|The port of Hamburg is the largest port in Germany.
2676|2588|der|der Hamburger|die Hamburger|Der Hamburger schmeckte köstlich.|hamburger|hamburger|The hamburger tasted delicious.|noun|Der Hamburger schmeckt mir nicht.|I don’t like the hamburger.
2677|2589|die|die Leiche|die Leichen|Die Leiche wurde im Wald gefunden.|corpse|corpse|The corpse was found in the forest.|noun|Die Polizei findet die Leiche eines Mannes im Wald.|The police find the body of a man in the forest.
2678|2590|adv|nochmals||Nochmals vielen Dank für alles.|again|again|Thank you again for everything.|adverb|Ich möchte mich nochmals bei Ihnen bedanken.|I would like to thank you again.
2679|2591|verb|wehren (sich)|wehren (sich), wehrt, wehrte, hat gewehrt|Er wehrt sich gegen die Vorwürfe.|to defend oneself|to defend oneself|He defends himself against the accusations.|verb|Wehr dich, wenn du ungerecht behandelt wirst!|Defend yourself if you’re treated unjustly!
2680|2592|der|der Abbau|die Abbaue|Der Abbau der Kosten war dringend nötig.|reduction, decline, mining|reduction|The reduction of costs was urgently needed.|noun|Der Abbau von Metallen ist ein wichtiger wirtschaftlicher Faktor in westafrikanischen Ländern.|The mining of metals is an important economic factor in West African countries.
2681|2593|die|die Staatsanwaltschaft|die Staatsanwaltschaften|Die Staatsanwaltschaft ermittelt.|prosecution|prosecution|The prosecution is investigating.|noun|Die Staatsanwaltschaft präsentiert neue Beweise vor Gericht.|The prosecution presents new evidence in court.
2682|2594|die|die Freizeit|die Freizeiten|In der Freizeit geht er gerne wandern.|spare time|spare time|He likes to go hiking in his spare time.|noun|Was machst du in deiner Freizeit, wenn du nicht arbeiten musst?|What do you do in your free time when you don’t have to work?
2683|2595|das|das Geschenk|die Geschenke|Das Geschenk kam pünktlich an.|gift, present|gift|The gift arrived on time.|noun|Liesbeth hat Geburtstag und bekommt viele Geschenke.|It’s Liesbeth’s birthday and she gets many gifts.
2684|2596|adj|hübsch||Der Garten sah im Frühling hübsch aus.|pretty|pretty|The garden looked pretty in spring.|adjective|Das Mädchen trägt ein hübsches Kleid.|That girl is wearing a pretty dress.
2685|2597|der|der Moslem|die Moslems|Der Moslem betet fünfmal am Tag.|Muslim|Muslim|The Muslim prays five times a day.|noun|Ich esse kein Schweinefleisch, weil ich Moslem bin.|I don’t eat pork because I’m Muslim.
2686|2598|adj|spontan||Ein spontaner Einfall rettete den Tag.|spontaneous|spontaneous|A spontaneous idea saved the day.|adjective|Es ist nur eine spontane Idee, kein konkreter Plan.|It’s just a spontaneous idea, not a concrete plan.
2687|2599|adv|dorthin||Er geht dorthin, wo er gebraucht wird.|there|there|He goes there where he is needed.|adverb|Wow, Australien, dorthin möchte ich auch reisen!|Wow, Australia, I want to travel there too!
2688|2600|das|das Frühstück|die Frühstücke|Das Frühstück war reichhaltig.|breakfast|breakfast|The breakfast was plentiful.|noun|Ein gutes Frühstück gibt Kraft für den Tag.|A good breakfast gives strength for the day.
2689|2601|verb|klettern|klettern, klettert, kletterte, ist geklettert|Der Junge klettert auf den Baum.|to climb|to climb|The boy climbs up the tree.|verb|Tina und Tim klettern auf den Baum.|Tina and Tim climb the tree.
2690|2602|der|der Mittelpunkt|die Mittelpunkte|Er ist der Mittelpunkt der Party.|midpoint, center of attention|center of attention|He is the center of attention at the party.|noun|Heute ist sein Geburtstag und nur er steht im Mittelpunkt.|Today is his birthday and only he is the center of attention.
2691|2603|verb|bereiten|bereiten, bereitet, bereitete, hat bereitet|Der Unfall hat großen Schaden bereitet.|to make, cause, give|to cause|The accident caused great damage.|verb|Die Kinder meines Bruders bereiten mir nur Freude.|My brother’s children are only giving me joy.
2692|2604|die|die Entstehung|die Entstehungen|Die Entstehung des Planeten war komplex.|origin|origin|The origin of the planet was complex.|noun|Es gibt verschiedene Theorien zur Entstehung des Universums.|There are several theories about the origin of the universe.
2693|2605|adj|konservativ||Er hat konservative Ansichten.|conservative|conservative|He holds conservative views.|adjective|Der konservative Flügel der Partei steht für traditionelle Werte.|The conservative wing of the party stands for traditional values.
2694|2606|der|der Magen|die Mägen|Der Magen knurrte laut vor Hunger.|stomach|stomach|His stomach growled loudly with hunger.|noun|Nach dem Essen trinkt er einen Tee, um seinen Magen zu beruhigen.|After eating, he drinks tea to calm his stomach.
2695|2607|adj|psychisch||Die psychische Belastung war enorm.|psychological|psychological|The psychological burden was enormous.|adjective|Stress verursacht psychische Probleme.|Stress causes psychological problems.
2696|2608|das|das Salz|die Salze|Das Salz ist fast aufgebraucht.|salt|salt|The salt is almost used up.|noun|Stefanie isst das Ei mit Salz, weil es dann besser schmeckt.|Stefanie eats the egg with salt because it tastes better.
2697|2609|num|siebzig||Es sind siebzig Leute gekommen.|seventy|seventy|Seventy people have come.|number|Tobias verkauft sein Fahrrad für siebzig Euro.|Tobias sells his bike for seventy euros.
2698|2610|verb|versichern|versichern, versichert, versicherte, hat versichert|Er versichert sein Haus gegen Feuer.|to insure, assert|to insure|He insures his house against fire.|verb|Er versichert sein Fahrrad, falls er einen Unfall hat.|He insures his bike in case of an accident.
2699|2611|der|der Brite|die Briten|Der Brite trank Tee am Nachmittag.|Brit|Brit|The Brit drank tea in the afternoon.|noun|Die Briten entscheiden über die Zukunft Großbritanniens.|The Brits decide on Great Britain’s future.
2700|2612|adj|erkennbar||Der Fehler war sofort erkennbar.|recognizable, apparent, visible|recognizable|The error was immediately recognizable.|adjective|Bakterien sind mit dem menschlichen Auge nicht erkennbar.|Bacteria are not visible for the human eye.
2701|2613|adv|namens||Eine Frau namens Anna rief an.|by the name of, called|called|A woman named Anna called.|adverb|Die Organisation namens “Sea-Watch” hilft bei der Rettung von Flüchtlingen im Mittelmeer.|The organization called “Sea-Watch” helps rescue refugees in the Mediterranean.
2702|2614|die|die Achse|die Achsen|Die Achse des Rades ist gebrochen.|axle, axis|axle|The axle of the wheel is broken.|noun|Die Erde dreht sich in 24 Stunden einmal um ihre Achse.|The earth rotates once around its axis in 24 hours.
2703|2615|verb|klingeln|klingeln, klingelt, klingelte, hat geklingelt|Das Telefon klingelte den ganzen Tag.|to ring|to ring|The phone rang all day long.|verb|Das Telefon klingelt, aber niemand ist da.|The phone is ringing, but nobody is there.
2704|2616|verb|speichern|speichern, speichert, speicherte, hat gespeichert|Er speichert die Datei auf dem Computer.|to store, save|to save|He saves the file on the computer.|verb|Daniel speichert alles auf seinem Computer.|Daniel stores everything on his computer.
2705|2617|der|der Tee|die Tees|Der Tee ist heute besonders stark.|tea|tea|The tea is particularly strong today.|noun|Der Tee kommt aus Indien.|The tea comes from India.
2706|2618|der|der Zeuge|die Zeugen|Der Zeuge sagte im Prozess aus.|witness|witness|The witness testified in the trial.|noun|Die Zeugin behauptet, den Täter nicht zu kennen.|The witness claims not to know who the perpetrator is.
2707|2619|der|der Aufwand|die Aufwände|Der Aufwand lohnt sich am Ende.|expense, effort|effort|The effort is worth it in the end.|noun|Die Organisation des Festes bedeutet für alle einen großen Aufwand.|The organization of the festival is a big effort for everyone.
2708|2620|die|die Kooperation|die Kooperationen|Die Kooperation begann gestern.|cooperation|cooperation|The cooperation started yesterday.|noun|Das Projekt wird in Kooperation mit der Universität Leipzig durchgeführt.|The project is carried out in cooperation with the University of Leipzig.
2709|2621|der|der Kritiker|die Kritiker|Der Kritiker lobte den neuen Film.|critic|critic|The critic praised the new film.|noun|Die Kritiker der Reform warnen vor wirtschaftlichen Folgen.|The critics of the reform warn of economic consequences.
2710|2622|das|das Tal|die Täler|Das Tal ist von Bergen umgeben.|valley|valley|The valley is surrounded by mountains.|noun|Der Schnee liegt nur auf den Bergen und nicht im Tal.|The snow is only on the mountains and not in the valley.
2711|2623|adj|derartig||Derartige Probleme gab es nie.|such, like that|such|Such problems never existed.|adjective|Derartige Probleme wie Unfälle im Verkehr gibt es auf dem Dorf kaum.|Such problems as accidents in traffic hardly exist in the village.
2712|2624|der, die|die Erste||Die Erste in der Reihe bekam den Preis.|first|first|The first in line received the prize.|noun|Angela Merkel ist die Erste in diesem Amt.|Angela Merkel is the first in this position.
2713|2625|adj|vielfach||Das Problem hat vielfache Ursachen.|multiple|multiple|The problem has multiple causes.|adjective|Seine Theorie ist in vielfacher Hinsicht interessant.|His theory is interesting in many ways.
2714|2626|verb|empfangen|empfangen, empfängt, empfing, hat empfangen|Er hat uns herzlich empfangen.|to receive|to receive|He warmly received us.|verb|Wir empfangen unsere Gäste am Flughafen.|We receive our guests at the airport.
2715|2627|die|die Ernährung|die Ernährungen|Eine gesunde Ernährung ist wichtig.|food, diet|diet|A healthy diet is important.|noun|Viele Menschen bevorzugen eine Ernährung ohne Fleisch.|Many people prefer a meatless diet.
2716|2628|die|die Küste|die Küsten|Die Küste erstreckt sich weit.|coast|coast|The coast stretches far.|noun|New York liegt an der Ostküste der USA.|New York is located on the east coast of the USA.
2717|2629|verb|mitkommen|mitkommen, kommt mit, kam mit, ist mitgekommen|Sie wollte unbedingt mitkommen.|to come (with sb)|to come (with sb)|She absolutely wanted to come along.|verb|Martin fragt Tina, ob sie in den Urlaub mitkommen möchte.|Martin asks Tina if she wants to come along on a vacation.
2718|2630|die|die Republik|die Republiken|Die Republik feiert ihr Jubiläum.|republic|republic|The republic celebrates its anniversary.|noun|Eine Republik ist eine Staatsform, bei der die Menschen die Regierung wählen.|A republic is a form of state in which the people elect the government.
2719|2631|verb|zucken|zucken, zuckt, zuckte, hat gezuckt|Er zuckte kurz mit den Schultern.|to twitch, shrug|to shrug|He briefly shrugged his shoulders.|verb|Seine Beine zucken im Schlaf.|His legs twitch in his sleep.
2720|2632|verb|anschließen|anschließen, schließt an, schloss an, hat angeschlossen|Er schloss das Gerät an den Strom an.|to join, chain to, connect|to connect|He connected the device to the power.|verb|Du kannst dein Handy an meinen Computer anschließen.|You can connect your phone to my computer.
2721|2633|verb|austauschen|austauschen, tauscht aus, tauschte aus, hat ausgetauscht|Sie tauschten ihre Telefonnummern aus.|to exchange, replace|to exchange|They exchanged phone numbers.|verb|Sie tauschen ihre Nummern aus, damit er ihn anrufen kann.|They exchange their numbers so he can call him.
2722|2634|verb|beschleunigen|beschleunigen, beschleunigt, beschleunigte, hat beschleunigt|Er beschleunigte das Auto auf 100 km/h.|to accelerate|to accelerate|He accelerated the car to 100 km/h.|verb|Sie beschleunigt das Auto auf 100 Kilometer pro Stunde.|She accelerates the car to 100 kilometers per hour.
2723|2635|die|die Norm|die Normen|Die Normen werden oft überprüft.|norm|norm|The norms are often reviewed.|noun|Es gibt eine politische Debatte über die Normen und Werte des Landes.|There is a political debate about the norms and values of the country.
2724|2636|verb|anstellen|anstellen, stellt an, stellte an, hat angestellt|Wir stellen neue Mitarbeiter an.|to hire, employ, line up, get into mischief|to hire|We are hiring new employees.|verb|Die Firma stellt im nächsten Jahr mehr als 100 neue Arbeiter an.|The company will hire more than 100 new workers next year.
2725|2637|verb|decken|decken, deckt, deckte, hat gedeckt|Wir decken den Tisch für das Abendessen.|to cover, set|set|We set the table for dinner.|verb|Vor dem Abendessen deckt sie den Tisch.|Before dinner she sets the table.
2726|2638|adj|grob||Die groben Worte verletzten ihn tief.|coarse, rude, gross|rude|The rude words hurt him deeply.|adjective|Obwohl sie freundlich fragt, bekommt sie eine grobe Antwort.|Although she asks nicely, she gets a rude answer.
2727|2639|der|der Protest|die Proteste|Der Protest dauerte mehrere Stunden.|protest|protest|The protest lasted for several hours.|noun|Viele Menschen beteiligen sich an dem friedlichen Protest.|Many people take part in the peaceful protest.
2728|2640|die|die Tour|die Touren|Die Tour umfasste fünf Städte.|tour, trip|tour|The tour included five cities.|noun|Wir machen eine Tour mit dem Fahrrad durch Leipzig.|We are taking a bicycle tour through Leipzig.
2729|2641|der|der Überblick|die Überblicke|Er gab uns einen Überblick zum Thema.|view, overview|overview|He gave us an overview of the topic.|noun|Ich gebe Ihnen einen kurzen Überblick über meinen Vortrag.|I am giving you a short overview of my presentation.
2730|2642|der|der Geschäftsführer|die Geschäftsführer|Der Geschäftsführer begrüßte die Gäste.|manager|manager|The manager welcomed the guests.|noun|Der Geschäftsführer kümmert sich persönlich um das Problem.|The manager personally takes care of the problem.
